stock_symbol,timestamp,sentiment_score
AAPL,2023-07-19 00:00:00,2.834324
AAPL,2023-07-20 00:00:00,3.2640605
AAPL,2023-07-21 00:00:00,3.3600824
AAPL,2023-07-22 00:00:00,4.169386
AAPL,2023-07-23 00:00:00,3.963976
AAPL,2023-07-24 00:00:00,3.2161057
AAPL,2023-07-25 00:00:00,3.4085116
AAPL,2023-07-26 00:00:00,3.1768382
AAPL,2023-07-27 00:00:00,3.0785809
AAPL,2023-07-28 00:00:00,3.3402758
AAPL,2023-07-29 00:00:00,3.7215564
AAPL,2023-07-30 00:00:00,3.5247107
AAPL,2023-07-31 00:00:00,3.2852647
AAPL,2023-08-01 00:00:00,3.2944553
AAPL,2023-08-02 00:00:00,2.8008487
AAPL,2023-08-03 00:00:00,2.4518661
AAPL,2023-08-04 00:00:00,2.6138015
AAPL,2023-08-05 00:00:00,3.1669989
AAPL,2023-08-06 00:00:00,3.2013013
AAPL,2023-08-07 00:00:00,2.3294766
AAPL,2023-08-08 00:00:00,3.3434622
AAPL,2023-08-09 00:00:00,2.5917203
AAPL,2023-08-10 00:00:00,2.8807948
AAPL,2023-08-11 00:00:00,2.717053
AAPL,2023-08-12 00:00:00,3.0391848
AAPL,2023-08-13 00:00:00,2.3480113
AAPL,2023-08-14 00:00:00,2.9345424
AAPL,2023-08-15 00:00:00,2.8423603
AAPL,2023-08-16 00:00:00,3.6998596
AAPL,2023-08-17 00:00:00,3.037162
AAPL,2023-08-18 00:00:00,2.5341735
AAPL,2023-08-19 00:00:00,3.6248443
AAPL,2023-08-20 00:00:00,4.142775
AAPL,2023-08-21 00:00:00,2.953483
AAPL,2023-08-22 00:00:00,3.709154
AAPL,2023-08-23 00:00:00,3.4676704
AAPL,2023-08-24 00:00:00,3.4118657
AAPL,2023-08-25 00:00:00,2.7939935
AAPL,2023-08-26 00:00:00,3.989394
AAPL,2023-08-27 00:00:00,3.1981738
AAPL,2023-08-28 00:00:00,3.2902555
AAPL,2023-08-29 00:00:00,3.6814234
AAPL,2023-08-30 00:00:00,3.5779946
AAPL,2023-08-31 00:00:00,3.0107327
AAPL,2023-09-01 00:00:00,2.8415632
AAPL,2023-09-02 00:00:00,4.1931515
AAPL,2023-09-03 00:00:00,3.298746
AAPL,2023-09-04 00:00:00,3.4559975
AAPL,2023-09-05 00:00:00,2.8093681
AAPL,2023-09-06 00:00:00,2.1827152
AAPL,2023-09-07 00:00:00,2.1547945
AAPL,2023-09-08 00:00:00,2.4510496
AAPL,2023-09-09 00:00:00,3.350301
AAPL,2023-09-10 00:00:00,3.1605575
AAPL,2023-09-11 00:00:00,3.1711173
AAPL,2023-09-12 00:00:00,2.8470805
AAPL,2023-09-13 00:00:00,3.105091
AAPL,2023-09-14 00:00:00,3.1169102
AAPL,2023-09-15 00:00:00,3.0524583
AAPL,2023-09-16 00:00:00,3.588096
AAPL,2023-09-17 00:00:00,3.549042
AAPL,2023-09-18 00:00:00,2.5401182
AAPL,2023-09-19 00:00:00,3.4928834
AAPL,2023-09-20 00:00:00,3.2518475
AAPL,2023-09-21 00:00:00,2.9507866
AAPL,2023-09-22 00:00:00,3.1997592
AAPL,2023-09-23 00:00:00,3.2643216
AAPL,2023-09-24 00:00:00,4.113623
AAPL,2023-09-25 00:00:00,3.247636
AAPL,2023-09-26 00:00:00,2.28463
AAPL,2023-09-27 00:00:00,2.6036599
AAPL,2023-09-28 00:00:00,2.7064645
AAPL,2023-09-29 00:00:00,3.180583
AAPL,2023-09-30 00:00:00,3.7901618
AAPL,2023-10-01 00:00:00,2.9568467
AAPL,2023-10-02 00:00:00,2.6629336
AAPL,2023-10-03 00:00:00,2.2765348
AAPL,2023-10-04 00:00:00,2.349745
AAPL,2023-10-05 00:00:00,2.994018
AAPL,2023-10-06 00:00:00,2.8024662
AAPL,2023-10-07 00:00:00,4.390158
AAPL,2023-10-08 00:00:00,3.028133
AAPL,2023-10-09 00:00:00,3.0669458
AAPL,2023-10-10 00:00:00,3.2602882
AAPL,2023-10-11 00:00:00,2.8863585
AAPL,2023-10-12 00:00:00,3.2757838
AAPL,2023-10-13 00:00:00,2.829921
AAPL,2023-10-14 00:00:00,4.0012107
AAPL,2023-10-15 00:00:00,2.9744468
AAPL,2023-10-16 00:00:00,2.689556
AAPL,2023-10-17 00:00:00,2.435283
AAPL,2023-10-18 00:00:00,3.315348
AAPL,2023-10-19 00:00:00,2.901269
AAPL,2023-10-20 00:00:00,3.2431061
AAPL,2023-10-21 00:00:00,4.286692
AAPL,2023-10-22 00:00:00,1.9237949
AAPL,2023-10-23 00:00:00,2.9290814
AAPL,2023-10-24 00:00:00,3.154205
AAPL,2023-10-25 00:00:00,2.8854554
AAPL,2023-10-26 00:00:00,2.8771563
AAPL,2023-10-27 00:00:00,3.0798676
AAPL,2023-10-28 00:00:00,4.1644163
AAPL,2023-10-29 00:00:00,3.248897
AAPL,2023-10-30 00:00:00,3.3138647
AAPL,2023-10-31 00:00:00,3.509465
AAPL,2023-11-01 00:00:00,3.3493345
AAPL,2023-11-02 00:00:00,3.185493
AAPL,2023-11-03 00:00:00,2.6402392
AAPL,2023-11-04 00:00:00,2.7458591
AAPL,2023-11-05 00:00:00,2.7945251
AAPL,2023-11-06 00:00:00,2.7582452
AAPL,2023-11-07 00:00:00,3.2316506
AAPL,2023-11-08 00:00:00,3.233616
AAPL,2023-11-09 00:00:00,3.24841
AAPL,2023-11-10 00:00:00,3.0961256
AAPL,2023-11-11 00:00:00,3.3487887
AAPL,2023-11-12 00:00:00,3.5838964
AAPL,2023-11-13 00:00:00,3.1874278
AAPL,2023-11-14 00:00:00,3.2530997
AAPL,2023-11-15 00:00:00,2.8860335
AAPL,2023-11-16 00:00:00,2.7309353
AAPL,2023-11-17 00:00:00,2.9379163
AAPL,2023-11-18 00:00:00,3.3435497
AAPL,2023-11-19 00:00:00,4.1490273
AAPL,2023-11-20 00:00:00,3.23965
AAPL,2023-11-21 00:00:00,3.01587
AAPL,2023-11-22 00:00:00,3.066617
AAPL,2023-11-23 00:00:00,3.1263647
AAPL,2023-11-24 00:00:00,3.3748677
AAPL,2023-11-25 00:00:00,3.1181173
AAPL,2023-11-26 00:00:00,3.827558
AAPL,2023-11-27 00:00:00,3.7184727
AAPL,2023-11-28 00:00:00,2.9795125
AAPL,2023-11-29 00:00:00,3.4199264
AAPL,2023-11-30 00:00:00,3.1044366
AAPL,2023-12-01 00:00:00,3.4638734
AAPL,2023-12-02 00:00:00,3.6836002
AAPL,2023-12-03 00:00:00,3.803038
AAPL,2023-12-04 00:00:00,3.054241
AAPL,2023-12-05 00:00:00,2.392357
AAPL,2023-12-06 00:00:00,3.21621
AAPL,2023-12-07 00:00:00,3.1829438
AAPL,2023-12-08 00:00:00,3.5431812
AAPL,2023-12-09 00:00:00,3.954907
AAPL,2023-12-10 00:00:00,3.2024407
AAPL,2023-12-11 00:00:00,3.1696286
AAPL,2023-12-12 00:00:00,3.347998
AAPL,2023-12-13 00:00:00,3.363801
AAPL,2023-12-14 00:00:00,3.7663283
AAPL,2023-12-15 00:00:00,4.451577
AAPL,2023-12-16 00:00:00,3.0197659
AAPL,2023-12-16 02:00:00,1.9827461
AAPL,2023-12-16 04:00:00,1.9784496
AAPL,2023-12-16 15:00:00,3.1061165
AAPL,2023-12-16 17:00:00,4.031917
AAPL,2023-12-16 18:00:00,2.7272992
AAPL,2023-12-16 20:00:00,3.5230498
AAPL,2023-12-16 21:00:00,2.2892888
AAPL,2023-12-16 22:00:00,3.6510098
AMZN,2023-03-09 00:00:00,2.883622
AMZN,2023-03-10 00:00:00,2.9138846
AMZN,2023-03-11 00:00:00,2.9372091
AMZN,2023-03-12 00:00:00,3.4782887
AMZN,2023-03-13 00:00:00,3.131835
AMZN,2023-03-14 00:00:00,3.0850167
AMZN,2023-03-15 00:00:00,3.3031042
AMZN,2023-03-16 00:00:00,2.5584013
AMZN,2023-03-17 00:00:00,3.1738157
AMZN,2023-03-18 00:00:00,2.0380578
AMZN,2023-03-19 00:00:00,3.1616478
AMZN,2023-03-20 00:00:00,2.3124743
AMZN,2023-03-21 00:00:00,3.0877476
AMZN,2023-03-22 00:00:00,3.138104
AMZN,2023-03-23 00:00:00,3.2178304
AMZN,2023-03-24 00:00:00,3.5649831
AMZN,2023-03-25 00:00:00,3.3174064
AMZN,2023-03-26 00:00:00,3.7310853
